Date,Close,High,Low,Open,Volume
2010/6/29,49.74551392,52.23909933,49.36674133,52.16808229,9210000
2010/6/30,49.51667404,50.66877442,49.38252673,49.75340654,7102200
2010/7/1,49.13000488,49.4929979,48.38035252,49.30361011,6465100
2010/7/2,48.877491,49.31939385,48.2698757,49.17735375,3561300
2010/7/6,48.4197998,49.72972255,47.85953231,49.48509731,5444200
2010/7/7,49.95067596,50.00591344,48.15939542,48.51449562,4785100
2010/7/8,51.07911301,51.20536753,50.14795959,50.57407687,4489200
2010/7/9,51.02386475,51.44997893,50.51094195,51.44997893,3145000
2010/7/12,50.77135086,51.27638696,50.51094905,50.93706931,2299500
2010/7/13,50.84237289,51.57624566,50.64509533,51.41053323,6208300
2010/7/14,51.09488678,51.59991684,50.54251203,50.7318968,3822500
2010/7/15,50.79503632,51.9076788,49.99803316,51.80509662,8068800
2010/7/16,48.84593201,50.70823292,48.67232677,50.47149741,7016400
2010/7/19,49.85598755,49.99802764,48.95640231,49.49299754,5031500
2010/7/20,50.40837479,50.50306719,48.79069902,49.13001373,5068600
2010/7/21,49.85598755,51.14223513,49.45353962,50.81870305,4459500
2010/7/22,52.55474091,52.95718881,50.51883504,50.51883504,7572300
2010/7/23,53.60426712,53.79365192,52.36536409,52.46794627,5023400
2010/7/26,54.33023834,54.44071329,53.65949585,53.77786359,5836600
2010/7/27,54.14875412,55.04044664,53.97514888,54.64589147,5686800
2010/7/28,53.12290573,53.65950098,52.79148085,53.35964123,5540700
2010/7/29,53.04398727,54.07771968,52.62575984,53.54112452,4458600
2010/7/30,53.76997757,53.95936236,52.45216476,52.56263972,6022000
2010/8/2,54.99310303,55.18248783,54.05405977,54.45650774,5430800
2010/8/3,54.8747406,55.23773068,54.39338275,54.69324255,3773400
2010/8/4,54.97792816,55.51778387,54.90647961,55.11289057,3860000
2010/8/5,54.54922104,54.97793054,54.24753927,54.56510253,4312900
2010/8/6,54.54128265,54.55716415,53.47745264,54.00936764,4498800
2010/8/9,54.77151871,55.15259587,54.34280917,54.91442189,2904300
2010/8/10,54.47777557,54.75564118,53.62035653,54.21578541,4126200
2010/8/11,52.08017731,53.39806278,51.54032156,53.33454891,5230700
2010/8/12,51.36565399,51.81817963,51.15924304,51.32596237,3847700
2010/8/13,51.47681427,52.15957328,51.23864633,51.27833795,3665200
2010/8/16,51.127491,51.54825974,50.53206216,51.02427946,3033200
2010/8/17,52.38981247,53.12021,51.32598221,51.73087563,4303900
2010/8/18,52.39775085,52.68355725,51.59590479,52.43744854,2812800
2010/8/19,51.30215836,52.25484221,50.92902193,52.19132834,4200700
2010/8/20,51.28628922,51.3895008,50.48444607,50.96872583,3865900
2010/8/23,50.25420761,51.79438289,50.18275601,51.67529587,3887800
2010/8/24,48.37264633,49.86518903,48.05508303,49.65877197,9981400
2010/8/25,48.23767471,48.51554333,47.22147711,48.02332299,5143200
2010/8/26,48.68227005,49.6667139,48.48379374,48.71402699,4883300
2010/8/27,50.14305115,50.28595432,48.08683661,48.5314246,6851600
2010/8/30,49.30151367,50.1668705,49.30151367,50.01602959,3279200
2010/8/31,48.53142929,49.36502921,48.2694391,49.22212602,5309500
2010/9/1,49.45236588,50.08748956,48.95220465,49.05541319,5688800
2010/9/2,50.32564926,50.32564926,49.38090318,49.49204942,3465800
2010/9/3,51.31803513,51.93728025,50.88138481,51.18307269,3471600
2010/9/7,50.34946442,51.00840716,50.24625892,51.00840716,2529800
2010/9/8,51.20689392,51.60384659,50.47650247,50.49237791,3747800
2010/9/9,50.36534882,52.10400025,49.97633693,52.0087355,4190700
2010/9/10,50.68291473,50.88932878,49.98427722,50.31771902,3210300
2010/9/13,50.96077728,51.58796312,50.74641948,51.38948682,3119100
2010/9/14,49.82548523,51.08779452,49.56349811,50.82580437,6025500
2010/9/15,49.80166626,49.84930166,49.13478586,49.61113073,4928100
2010/9/16,49.68260193,50.29390643,49.38091703,49.53175796,4676500
2010/9/17,49.9763298,50.28595233,49.22211931,50.22243846,10702700
2010/9/20,50.58764267,50.73054585,49.6428935,50.00809221,4169100
2010/9/21,50.9925499,51.2069017,50.32566617,50.65116728,5361200
2010/9/22,50.73054123,51.49268946,50.51618647,51.11161232,3635500
2010/9/23,49.73816299,50.4050435,49.6667114,50.26214032,3656800
2010/9/24,51.28628922,51.46889013,50.27803199,50.42887293,4626900
2010/9/27,50.72260666,51.36566798,50.65115506,51.29421942,2762400
2010/9/28,51.22277451,51.34186153,49.96840553,50.69085933,3561500
2010/9/29,52.37392807,52.60416131,51.15925406,51.3736058,5874700
2010/9/30,52.82646179,53.96174666,52.43744987,53.26310609,8214300
2010/10/1,53.0566864,53.9696786,52.92965866,53.62035837,4483000
2010/10/4,52.659729,53.89821907,52.28659262,52.85026454,4073700
2010/10/5,54.46189499,54.76358284,53.20752333,53.20752333,7517800
2010/10/6,54.44602585,55.08908719,54.3110634,54.46984204,4718400
2010/10/7,54.35075378,54.89060961,53.82677946,54.75564717,5501400
2010/10/8,54.96206284,55.34313396,54.10464372,54.35869315,3335700
2010/10/11,55.5654335,55.77185059,54.9620698,55.18436233,3469400
2010/10/12,55.74803925,56.04972112,54.70802509,55.70040686,4381600
